date,ff,pres,u,tend,cod_tend,vv,ww,w1,rr1,rr3,rr6,rr12,rr24,ssfrai,etat_sol,ht_neige,ww description,n,nbas,hbas,t,td,tend24
2021-02-07 12:00:00,5.5,98730,96,20,0,2840,71,7.0,0.4,0.8,1.0,2.6,20.1,0.0,2.0,0.0,"Continuous fall of snowflakes, slight",100.0,8.0,150.0,274.45,273.85,-540.0
2021-02-07 15:00:00,4.5,98740,87,10,3,5100,71,7.0,-0.1,-0.1,0.8,1.2,13.6,0.0,2.0,0.0,"Continuous fall of snowflakes, slight",100.0,7.0,450.0,274.15,272.25,-260.0
2021-02-07 18:00:00,5.5,98740,81,0,5,16240,22,7.0,-0.1,-0.1,-0.1,1.0,5.2,0.0,2.0,0.0,"Snow, during the preceding hour",100.0,8.0,450.0,274.35,271.45,-120.0
2021-02-07 21:00:00,3.7,98750,81,10,2,18000,22,7.0,-0.1,-0.1,-0.1,0.8,2.6,0.0,2.0,0.0,"Snow, during the preceding hour",100.0,8.0,800.0,273.35,270.45,0.0
2021-02-08 00:00:00,3.5,98730,81,-20,5,15000,3,2.0,0.0,0.0,-0.1,-0.1,2.6,0.0,2.0,0.0,Clouds generally forming or developing,100.0,7.0,800.0,272.85,269.95,-20.0
2021-02-08 03:00:00,3.5,98680,81,-50,8,12000,3,2.0,0.0,0.0,0.0,-0.1,1.2,0.0,2.0,0.0,Clouds generally forming or developing,100.0,7.0,450.0,272.55,269.65,-20.0
2021-02-08 06:00:00,2.7,98670,80,-10,0,10000,1,2.0,0.0,0.0,0.0,-0.1,1.0,0.0,2.0,0.0,Clouds generally dissolving or becoming less developed,100.0,7.0,450.0,272.55,269.55,-40.0
2021-02-08 09:00:00,2.3,98740,81,70,1,7430,0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,4.0,0.0,Cloud development not observed or not observable,100.0,8.0,450.0,272.65,269.75,30.0
2021-02-08 12:00:00,1.0,98760,83,20,0,10000,1,2.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,100.0,7.0,450.0,273.15,270.65,30.0
2021-02-08 15:00:00,2.4,98790,93,30,3,2210,20,7.0,-0.1,-0.1,-0.1,-0.1,-0.1,0.0,1.0,0.0,"Drizzle (not freezing) or snow grains, during the preceding hour",100.0,7.0,250.0,272.55,271.55,50.0
2021-02-08 18:00:00,3.7,98940,82,150,3,2750,10,2.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,1.0,0.0,Mist,100.0,8.0,450.0,271.95,269.25,200.0
2021-02-08 21:00:00,3.0,99010,81,70,1,5070,1,2.0,0.0,0.0,0.0,-0.1,-0.1,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,100.0,8.0,450.0,271.75,268.95,260.0
2021-02-09 00:00:00,2.2,99120,81,110,2,5070,3,2.0,0.0,0.0,0.0,-0.1,-0.1,0.0,1.0,0.0,Clouds generally forming or developing,100.0,8.0,450.0,271.55,268.75,390.0
2021-02-09 03:00:00,2.9,99250,81,130,3,6330,2,2.0,0.0,0.0,0.0,0.0,-0.1,0.0,4.0,0.0,State of sky on the whole unchanged,100.0,8.0,450.0,271.25,268.45,570.0
2021-02-09 06:00:00,0.7,99230,84,-20,8,6200,3,2.0,0.0,0.0,0.0,0.0,-0.1,0.0,4.0,0.0,Clouds generally forming or developing,100.0,8.0,450.0,270.65,268.35,560.0
2021-02-09 09:00:00,3.1,99340,86,110,1,4980,10,2.0,0.0,0.0,0.0,0.0,-0.1,0.0,4.0,0.0,Mist,100.0,8.0,450.0,270.45,268.45,600.0
2021-02-09 12:00:00,4.0,99370,86,30,0,4500,22,2.0,0.0,-0.1,-0.1,-0.1,-0.1,0.0,4.0,0.0,"Snow, during the preceding hour",100.0,8.0,450.0,270.65,268.65,610.0
2021-02-09 15:00:00,5.9,99160,85,-210,6,5490,3,2.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,4.0,0.0,Clouds generally forming or developing,100.0,8.0,450.0,271.45,269.25,370.0
2021-02-09 18:00:00,7.1,99120,86,-40,5,4190,1,2.0,0.0,0.0,0.0,-0.1,-0.1,0.0,4.0,0.0,Clouds generally dissolving or becoming less developed,100.0,8.0,450.0,271.65,269.65,180.0
2021-02-09 21:00:00,6.7,99020,81,-100,8,6470,1,2.0,0.0,0.0,0.0,-0.1,-0.1,0.0,4.0,0.0,Clouds generally dissolving or becoming less developed,100.0,7.0,450.0,272.15,269.35,10.0
2021-02-10 00:00:00,5.8,99000,97,-20,5,1090,71,7.0,0.2,0.2,0.2,0.2,0.2,0.01,16.0,0.01,"Continuous fall of snowflakes, slight",100.0,7.0,150.0,271.75,271.35,-120.0
2021-02-10 03:00:00,6.4,99040,94,40,0,1040,71,7.0,0.2,0.6,0.8,0.8,0.8,0.01,16.0,0.02,"Continuous fall of snowflakes, slight",100.0,7.0,250.0,270.65,269.85,-210.0
2021-02-10 06:00:00,6.9,99290,80,250,3,8000,22,7.0,-0.1,-0.1,0.6,0.8,0.8,0.01,16.0,0.03,"Snow, during the preceding hour",100.0,7.0,450.0,268.95,266.05,60.0
2021-02-10 09:00:00,6.9,99660,78,370,3,10000,2,2.0,0.0,0.0,-0.1,0.8,0.8,0.0,16.0,0.03,State of sky on the whole unchanged,90.0,5.0,450.0,267.85,264.65,320.0
2021-02-10 12:00:00,5.7,99980,61,320,1,7310,0,0.0,0.0,0.0,0.0,0.6,0.8,0.0025,0.0,0.019999999999999997,Cloud development not observed or not observable,90.0,0.0,450.0,269.65,263.25,610.0
2021-02-10 15:00:00,5.7,100280,57,300,3,15000,2,0.0,0.0,0.0,0.0,-0.1,0.8,0.0,16.0,0.01,State of sky on the whole unchanged,0.0,0.0,450.0,271.55,264.15,1120.0
2021-02-10 18:00:00,5.1,100600,66,320,3,15000,3,1.0,0.0,0.0,0.0,0.0,0.8,0.0,16.0,0.01,Clouds generally forming or developing,90.0,7.0,800.0,270.45,264.95,1480.0
2021-02-10 21:00:00,3.9,100920,70,320,3,18000,1,1.0,0.0,0.0,0.0,0.0,0.8,0.0,16.0,0.01,Clouds generally dissolving or becoming less developed,50.0,4.0,800.0,269.75,265.05,1900.0
2021-02-11 00:00:00,4.1,101120,79,200,1,18000,2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,16.0,0.01,State of sky on the whole unchanged,0.0,0.0,800.0,268.55,265.45,2120.0
2021-02-11 03:00:00,3.9,101240,84,120,3,6420,2,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,15.0,0.01,State of sky on the whole unchanged,0.0,0.0,800.0,267.65,265.35,2200.0
2021-02-11 06:00:00,5.3,101310,80,70,0,8240,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.01,State of sky on the whole unchanged,0.0,0.0,800.0,267.85,264.95,2020.0
2021-02-11 09:00:00,5.2,101430,74,120,1,16000,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.01,Clouds generally dissolving or becoming less developed,25.0,1.0,4800.0,269.45,265.45,1770.0
2021-02-11 12:00:00,6.4,101450,54,20,0,7820,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,Clouds generally forming or developing,40.0,1.0,4500.0,272.65,264.45,1470.0
2021-02-11 15:00:00,7.1,101440,56,-10,5,30000,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,State of sky on the whole unchanged,90.0,1.0,4500.0,273.05,265.35,1160.0
2021-02-11 18:00:00,6.4,101430,62,-10,5,30000,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,Clouds generally forming or developing,90.0,6.0,4100.0,272.05,265.65,830.0
2021-02-11 21:00:00,6.6,101450,61,20,0,27010,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,Clouds generally dissolving or becoming less developed,90.0,4.0,4500.0,271.25,264.75,530.0
2021-02-12 00:00:00,6.7,101450,61,0,0,27340,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,State of sky on the whole unchanged,90.0,6.0,4600.0,270.55,264.05,330.0
2021-02-12 03:00:00,6.8,101360,62,-90,7,25000,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,Clouds generally forming or developing,90.0,7.0,4000.0,269.65,263.45,120.0
2021-02-12 06:00:00,6.3,101360,64,0,4,25000,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,State of sky on the whole unchanged,90.0,5.0,4000.0,269.55,263.75,50.0
2021-02-12 09:00:00,7.0,101390,59,30,3,15960,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,State of sky on the whole unchanged,90.0,1.0,4000.0,270.45,263.55,-40.0
2021-02-12 12:00:00,6.8,101400,53,10,2,25000,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,Clouds generally dissolving or becoming less developed,100.0,2.0,3000.0,272.65,264.25,-50.0
2021-02-12 15:00:00,6.8,101420,45,20,3,25000,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Clouds generally dissolving or becoming less developed,90.0,1.0,3300.0,274.55,263.85,-20.0
2021-02-12 18:00:00,6.0,101540,55,120,3,25000,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Clouds generally dissolving or becoming less developed,90.0,5.0,4400.0,272.75,264.75,110.0
2021-02-12 21:00:00,5.6,101710,57,170,1,25000,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Clouds generally dissolving or becoming less developed,50.0,4.0,4400.0,271.45,264.05,260.0
2021-02-13 00:00:00,5.0,101870,60,160,3,25000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,State of sky on the whole unchanged,0.0,0.0,4400.0,269.85,263.15,420.0
2021-02-13 03:00:00,5.2,101870,60,0,5,30000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,State of sky on the whole unchanged,0.0,0.0,4400.0,268.65,262.05,510.0
2021-02-13 06:00:00,5.6,101970,63,100,0,30000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,State of sky on the whole unchanged,25.0,0.0,7800.0,267.95,261.95,610.0
2021-02-13 09:00:00,5.6,102100,55,130,3,30000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,State of sky on the whole unchanged,10.0,0.0,7800.0,269.25,261.55,710.0
2021-02-13 12:00:00,5.9,102160,45,60,1,30000,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Clouds generally forming or developing,40.0,0.0,7800.0,271.15,260.75,760.0
2021-02-13 15:00:00,5.5,102130,46,-30,6,30000,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Clouds generally forming or developing,90.0,0.0,7800.0,272.55,262.35,710.0
2021-02-13 18:00:00,3.4,102220,50,90,3,26140,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cloud development not observed or not observable,75.0,6.0,7140.0,271.45,262.35,680.0
2021-02-13 21:00:00,3.0,102260,56,40,0,20000,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Clouds generally forming or developing,75.0,0.0,7000.0,270.45,262.85,550.0
2021-02-14 00:00:00,2.6,102380,60,120,3,20000,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Clouds generally forming or developing,10.0,1.0,4800.0,269.45,262.85,510.0
2021-02-14 03:00:00,3.0,102310,62,-70,7,26560,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,State of sky on the whole unchanged,0.0,0.0,4800.0,268.35,262.15,440.0
2021-02-14 06:00:00,2.6,102200,63,-110,5,30000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,State of sky on the whole unchanged,0.0,0.0,4800.0,267.75,261.85,230.0
2021-02-14 09:00:00,3.7,102250,56,50,0,30000,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Clouds generally forming or developing,40.0,2.0,6400.0,269.55,262.05,150.0
2021-02-14 12:00:00,4.7,102130,53,-120,8,30000,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Clouds generally forming or developing,75.0,1.0,4200.0,273.65,265.15,-30.0
2021-02-14 15:00:00,4.7,102000,57,-130,6,30000,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Clouds generally forming or developing,90.0,7.0,5600.0,274.35,266.75,-130.0
2021-02-14 18:00:00,3.5,101880,65,-120,8,20000,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Clouds generally dissolving or becoming less developed,90.0,3.0,6500.0,273.85,268.05,-340.0
2021-02-14 21:00:00,2.4,101800,66,-80,5,20000,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Clouds generally forming or developing,90.0,7.0,5000.0,274.55,268.85,-460.0
2021-02-15 00:00:00,2.6,101700,69,-100,6,7870,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cloud development not observed or not observable,90.0,7.0,2940.0,274.45,269.35,-680.0
2021-02-15 03:00:00,3.4,101630,77,-70,8,12000,60,6.0,-0.1,-0.1,-0.1,-0.1,-0.1,0.0,11.0,0.0,"Rain, not freezing, intermittent, slight",100.0,8.0,2250.0,275.45,271.85,-680.0
2021-02-15 06:00:00,4.4,101530,87,-100,8,15000,21,6.0,0.4,0.8,0.8,0.8,0.8,0.0,11.0,0.0,"Rain (not freezing), during the preceding hour",100.0,3.0,2250.0,275.85,273.95,-670.0
2021-02-15 09:00:00,3.6,101540,75,10,0,24000,0,2.0,0.0,0.0,0.4934947049924357,0.9952106698999696,2.002396117682742,0.0,0.0,0.0,Cloud development not observed or not observable,100.0,3.0,2250.0,277.75,273.65,-2.7514346118997284
2021-02-15 12:00:00,4.4,101540,66,0,0,25000,3,2.0,0.0,0.0,-0.1,0.8,0.8,0.0,11.0,0.0,Clouds generally forming or developing,90.0,3.0,1250.0,280.45,274.55,-590.0
2021-02-15 15:00:00,4.8,101460,73,-80,6,25000,21,6.0,-0.1,-0.1,-0.1,0.8,0.8,0.0,0.0,0.0,"Rain (not freezing), during the preceding hour",90.0,7.0,1250.0,281.55,276.95,-540.0
2021-02-15 18:00:00,2.4,101420,75,-40,6,25000,1,2.0,0.0,0.0,-0.1,-0.1,0.8,0.0,0.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,1750.0,281.65,277.45,-460.0
2021-02-15 21:00:00,3.3,101380,81,-40,6,25000,2,2.0,0.0,0.2,0.2,0.2,1.0,0.0,1.0,0.0,State of sky on the whole unchanged,100.0,7.0,1250.0,281.15,278.05,-420.0
2021-02-16 00:00:00,5.0,101290,78,-90,6,25000,1,2.0,0.0,0.0,0.2,0.2,1.0,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,75.0,6.0,3800.0,281.25,277.65,-410.0
2021-02-16 03:00:00,3.6,101070,79,-220,8,30000,1,1.0,0.0,0.0,0.0,0.2,1.0,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,40.0,1.0,2250.0,280.55,277.15,-560.0
2021-02-16 06:00:00,3.7,100840,82,-230,7,11360,1,2.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,90.0,5.0,4320.0,279.05,276.25,-690.0
2021-02-16 09:00:00,4.3,100750,72,-90,7,20990,0,2.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,Cloud development not observed or not observable,90.0,0.0,4320.0,280.75,276.05,-790.0
2021-02-16 12:00:00,5.4,100550,71,-200,6,36260,1,2.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,90.0,0.0,7000.0,283.45,278.45,-990.0
2021-02-16 15:00:00,4.5,100410,73,-140,6,34780,3,2.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,Clouds generally forming or developing,90.0,4.0,1250.0,284.65,279.95,-1050.0
2021-02-16 18:00:00,5.4,100500,90,90,3,12000,61,6.0,0.6,1.4,1.4,1.4,1.6,0.0,2.0,0.0,"Rain, not freezing, continuous, slight",90.0,7.0,1250.0,283.05,281.45,-920.0
2021-02-16 21:00:00,4.6,100680,90,180,1,17630,2,0.0,0.0,-0.1,1.4,1.4,1.4,0.0,2.0,0.0,State of sky on the whole unchanged,10.0,1.0,1250.0,281.65,280.15,-700.0
2021-02-17 00:00:00,3.0,100830,91,150,2,27050,0,0.0,0.0,0.0,-0.1,1.4,1.4,0.0,1.0,0.0,Cloud development not observed or not observable,90.0,7.0,1250.0,281.45,280.05,-460.0
2021-02-17 03:00:00,3.5,100850,90,20,1,19120,3,2.0,0.0,0.0,0.0,1.4,1.4,0.0,2.0,0.0,Clouds generally forming or developing,90.0,7.0,450.0,281.75,280.25,-220.0
2021-02-17 06:00:00,3.4,100850,93,0,0,25000,3,2.0,0.0,0.0,0.0,-0.1,1.4,0.0,2.0,0.0,Clouds generally forming or developing,75.0,6.0,450.0,281.05,279.95,10.0
2021-02-17 09:00:00,5.4,100920,89,70,1,16850,1,2.0,0.0,0.0,0.0,0.0,1.4,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,450.0,282.65,280.95,170.0
2021-02-17 12:00:00,7.4,100910,76,-10,8,16000,1,2.0,0.0,0.0,0.0,0.0,1.4,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,800.0,284.65,280.55,360.0
2021-02-17 15:00:00,6.6,100780,67,-130,8,18000,2,2.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,State of sky on the whole unchanged,75.0,6.0,800.0,285.75,279.75,370.0
2021-02-17 18:00:00,2.0,100730,73,-50,8,23390,2,2.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,State of sky on the whole unchanged,90.0,0.0,7500.0,283.15,278.55,230.0
2021-02-17 21:00:00,1.9,100620,79,-110,8,18510,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cloud development not observed or not observable,90.0,3.0,2250.0,281.55,278.15,-60.0
2021-02-18 00:00:00,1.7,100400,78,-220,8,28260,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cloud development not observed or not observable,90.0,7.0,1750.0,281.05,277.45,-430.0
2021-02-18 03:00:00,2.3,100140,74,-260,6,20000,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally dissolving or becoming less developed,60.0,2.0,2250.0,280.85,276.55,-710.0
2021-02-18 06:00:00,0.9,99910,74,-230,6,41060,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally dissolving or becoming less developed,90.0,1.0,1750.0,280.95,276.65,-940.0
2021-02-18 09:00:00,2.6,99790,70,-120,7,20000,60,6.0,-0.1,-0.1,-0.1,-0.1,-0.1,0.0,0.0,0.0,"Rain, not freezing, intermittent, slight",100.0,8.0,1750.0,282.45,277.25,-1130.0
2021-02-18 12:00:00,5.1,99720,90,-70,7,16850,0,6.0,0.4,2.0,2.0,2.0,2.0,0.0,2.0,0.0,Cloud development not observed or not observable,100.0,1.0,800.0,282.75,281.15,-1190.0
2021-02-18 15:00:00,6.7,99720,90,0,5,6000,61,6.0,1.2,2.2,4.2,4.2,4.2,0.0,2.0,0.0,"Rain, not freezing, continuous, slight",100.0,8.0,450.0,283.45,281.85,-1060.0
2021-02-18 18:00:00,2.8,100140,91,420,1,22100,0,1.0,0.0,2.6,4.8,6.8,6.8,0.0,1.0,0.0,Cloud development not observed or not observable,100.0,1.0,1750.0,280.45,279.05,-590.0
2021-02-18 21:00:00,2.3,100420,92,280,1,15000,1,0.0,0.0,0.0,2.6,6.8,6.8,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,25.0,1.0,2800.0,279.65,278.45,-200.0
2021-02-19 00:00:00,2.5,100520,96,100,1,10000,1,0.0,0.0,0.2,0.2,5.0,7.0,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,40.0,1.0,800.0,278.25,277.65,120.0
2021-02-19 03:00:00,3.9,100580,98,60,3,3830,10,2.0,0.0,0.0,0.2,2.8,7.0,0.0,1.0,0.0,Mist,75.0,6.0,150.0,278.65,278.35,440.0
2021-02-19 06:00:00,1.4,100560,100,-20,8,710,43,4.0,0.0,0.0,0.0,0.2,7.0,0.0,1.0,0.0,"Fog or ice fog, sky invisible, thinner during the preceding hour",101.0,9.0,150.0,279.35,279.35,650.0
2021-02-19 09:00:00,3.7,100580,96,20,2,21250,1,2.0,0.0,0.0,0.0,0.2,7.0,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,150.0,280.35,279.75,790.0
2021-02-19 12:00:00,3.7,100490,83,-90,8,32490,1,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,450.0,283.45,280.65,770.0
2021-02-19 15:00:00,4.1,100300,73,-190,6,41220,1,2.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,Clouds generally dissolving or becoming less developed,75.0,5.0,800.0,286.85,282.05,580.0
2021-02-19 18:00:00,2.5,100270,75,-30,5,25000,2,2.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,State of sky on the whole unchanged,75.0,1.0,1750.0,285.75,281.45,130.0
2021-02-19 21:00:00,2.0,100330,80,60,1,25000,3,2.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,Clouds generally forming or developing,90.0,7.0,4200.0,284.55,281.25,-90.0
2021-02-20 00:00:00,2.3,100230,81,-100,6,25000,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,90.0,7.0,3600.0,283.75,280.65,-290.0
2021-02-20 03:00:00,3.2,100130,79,-100,8,22030,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,4000.0,282.65,279.15,-450.0
2021-02-20 06:00:00,3.5,100080,77,-50,8,30000,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally dissolving or becoming less developed,40.0,0.0,6060.0,281.85,278.05,-480.0
2021-02-20 09:00:00,3.6,100060,67,-20,8,30000,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,75.0,0.0,8000.0,284.55,278.65,-520.0
2021-02-20 12:00:00,6.6,99960,55,-100,8,30000,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State of sky on the whole unchanged,90.0,0.0,8000.0,289.55,280.45,-530.0
2021-02-20 15:00:00,7.1,99810,46,-150,7,30000,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally dissolving or becoming less developed,90.0,0.0,8000.0,291.35,279.55,-490.0
2021-02-20 18:00:00,5.5,99890,55,80,3,36720,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State of sky on the whole unchanged,90.0,0.0,7800.0,289.05,280.05,-380.0
2021-02-20 21:00:00,4.3,100000,57,110,3,30000,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State of sky on the whole unchanged,90.0,0.0,7800.0,287.55,279.15,-330.0
2021-02-21 00:00:00,2.9,100030,64,30,1,42050,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State of sky on the whole unchanged,90.0,0.0,7800.0,285.35,278.75,-200.0
2021-02-21 03:00:00,2.4,100070,66,40,1,44930,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State of sky on the whole unchanged,90.0,0.0,7800.0,283.95,277.85,-60.0
2021-02-21 06:00:00,2.9,100120,71,50,1,40660,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,90.0,0.0,8000.0,281.95,276.95,40.0
2021-02-21 09:00:00,3.6,100180,61,60,3,30000,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State of sky on the whole unchanged,90.0,0.0,8000.0,284.55,277.25,120.0
2021-02-21 12:00:00,4.9,100120,45,-60,8,30000,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State of sky on the whole unchanged,90.0,0.0,8000.0,290.45,278.35,160.0
2021-02-21 15:00:00,4.6,100040,44,-80,6,30000,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,75.0,3.0,4500.0,290.45,278.05,230.0
2021-02-21 18:00:00,2.6,100010,55,-30,6,30000,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally dissolving or becoming less developed,75.0,0.0,6600.0,287.95,278.95,120.0
2021-02-21 21:00:00,1.9,100070,58,60,3,30000,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,90.0,0.0,6700.0,286.05,277.95,70.0
2021-02-22 00:00:00,2.3,100240,56,170,3,30000,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State of sky on the whole unchanged,90.0,0.0,7000.0,285.55,277.05,210.0
2021-02-22 03:00:00,2.4,100330,62,90,1,37160,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State of sky on the whole unchanged,90.0,0.0,7000.0,283.65,276.65,260.0
2021-02-22 06:00:00,0.9,100450,68,120,3,32880,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,100.0,7.0,2250.0,282.65,277.05,330.0
2021-02-22 09:00:00,0.9,100590,74,140,3,27420,3,2.0,0.0,-0.1,-0.1,-0.1,-0.1,0.0,1.0,0.0,Clouds generally forming or developing,90.0,6.0,2250.0,283.45,279.05,410.0
2021-02-22 12:00:00,1.4,100740,66,150,1,25000,2,2.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,0.0,0.0,State of sky on the whole unchanged,90.0,7.0,1750.0,286.05,279.85,620.0
2021-02-22 15:00:00,0.9,100890,56,150,3,19510,2,2.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,State of sky on the whole unchanged,100.0,7.0,1750.0,288.95,280.15,850.0
2021-02-22 18:00:00,0.0,101120,61,230,3,13980,2,2.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,State of sky on the whole unchanged,100.0,7.0,1750.0,288.35,280.85,1110.0
2021-02-22 21:00:00,1.2,101290,63,170,2,12040,2,2.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,State of sky on the whole unchanged,100.0,7.0,1750.0,287.75,280.75,1220.0
2021-02-23 00:00:00,2.0,101530,69,240,1,14550,1,2.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,Clouds generally dissolving or becoming less developed,100.0,7.0,1750.0,287.25,281.65,1290.0
2021-02-23 03:00:00,1.9,101570,77,40,2,15000,1,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,Clouds generally dissolving or becoming less developed,0.0,0.0,1750.0,285.55,281.65,1240.0
2021-02-23 06:00:00,3.1,101790,76,220,1,20000,3,2.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,Clouds generally forming or developing,90.0,7.0,1250.0,285.35,281.25,1340.0
2021-02-23 09:00:00,3.6,101960,80,170,1,28000,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,90.0,7.0,450.0,285.55,282.15,1370.0
2021-02-23 12:00:00,7.2,101940,64,-20,8,28000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally dissolving or becoming less developed,40.0,3.0,800.0,289.75,282.95,1200.0
